"Algeria2005-2014","Andorra2005-2014","Argentina2005-2014","Armenia2005-2014","Australia2005-2014","Azerbaijan2005-2014","Bahrain2005-2014","Belarus2005-2014","Brazil2005-2014","Bulgaria2005-2014","Burkina Faso2005-2014","Canada2005-2014","Chile2005-2014","China2005-2014","Colombia2005-2014","Cyprus2005-2014","Ecuador2005-2014","Egypt2005-2014","Estonia2005-2014","Ethiopia2005-2014","Finland2005-2014","France2005-2014","Georgia2005-2014","Germany2005-2014","Ghana2005-2014","Great Britain2005-2014","Guatemala2005-2014","Hong Kong2005-2014","Hungary2005-2014","India2005-2014","Indonesia2005-2014","Iran2005-2014","Iraq2005-2014","Italy2005-2014","Japan2005-2014","Jordan2005-2014","Kazakhstan2005-2014","Kuwait2005-2014","Kyrgyzstan2005-2014","Lebanon2005-2014","Libya2005-2014","Malaysia2005-2014","Mali2005-2014","Mexico2005-2014","Moldova2005-2014","Morocco2005-2014","Netherlands2005-2014","New Zealand2005-2014","Nigeria2005-2014","Norway2005-2014","Pakistan2005-2014","Palestine2005-2014","Peru2005-2014","Philippines2005-2014","Poland2005-2014","Qatar2005-2014","Romania2005-2014","Russia2005-2014","Rwanda2005-2014","Serbia and Montenegro2005-2014","Singapore2005-2014","Slovenia2005-2014","South Africa2005-2014","South Korea2005-2014","Spain2005-2014","Sweden2005-2014","Switzerland2005-2014","Taiwan2005-2014","Thailand2005-2014","Trinidad and Tobago2005-2014","Tunisia2005-2014","Turkey2005-2014","Ukraine2005-2014","United States2005-2014","Uruguay2005-2014","Uzbekistan2005-2014","Viet Nam2005-2014","Yemen2005-2014","Zambia2005-2014","Zimbabwe2005-2014"
NA,0.117807605326619,0.044073320376112,0.075614241209485,0.107393474480181,0.115417719763415,0.0867065209885495,0.091610507883398,0.0323720410958979,0.0768255978751828,0.0359635192853784,0.0723000017528655,0.0564073490129092,0.115348120782382,0.0608547049168539,0.0511831988726058,0.0685221809901486,0.173185931231205,0.0979267875361426,0.0718141265593626,0.13413078178926,0.0682484619613642,0.12228321119561,0.160629755152195,0.0786907584565934,0.0504102380008565,0.0605249804717995,0.122441567767834,0.115128038354228,0.0204022252158794,0.110892656176374,0.0331474659590254,0.0931677911539559,0.096761367258324,0.185101390291085,0.0997504543629199,0.0998368523447734,0.0156064793405373,0.117726986186638,0.0467049768774573,0.0547357988763259,0.125396271996728,0.0336624309301721,0.043536919178025,0.0465978231089027,0.0366686104898191,0.135017640370586,0.103678476914759,0.0676299117785194,0.149909559405458,0.0327461958914829,0.0356521647929002,0.047582110617138,0.0574485185310651,0.0575942132283771,0.0614616207607728,0.0853023150262214,0.0970415617561633,0.0734847275358205,0.0718125020728359,0.0699660632737682,0.0551222072049702,0.0325406841988157,0.131997829986186,0.0693617140855534,0.160042453493842,0.118955376188073,0.116088182404631,0.0813071605744336,0.0398721685915219,0.0624168396880179,0.0738758072893861,0.103454756651097,0.0986180283692243,0.0813060720301716,0.0761084241387246,0.113763657630351,0.102396549762622,0.0571554445164395,0.0680001974021556
0.117807605326619,NA,0.0770748866240791,0.12748799305485,0.0740715471827596,0.143986250236471,0.113074585435086,0.113833942693252,0.0934167507039837,0.107014249423418,0.154512973039486,0.053936857348331,0.0679628661587896,0.176972934617188,0.107130241056955,0.0985084126704526,0.129852531204363,0.330883943120156,0.0943890807681291,0.162808454650801,0.074486117594347,0.0432285158083248,0.206094079747061,0.0543402893252291,0.220199671847916,0.066131841195898,0.178451448222397,0.123031136197912,0.116522777358295,0.129847899052291,0.174574806450571,0.122090304127043,0.14345442692263,0.0463278999030866,0.126953419471746,0.247623639509165,0.162204676825598,0.112192524932635,0.189106446551263,0.0995721387832107,0.13636066858273,0.199963878244652,0.157024591958114,0.116033617365296,0.0846288066823938,0.134083438431584,0.0658663853284841,0.121898804089052,0.160325137864267,0.0846515690340297,0.131298993813578,0.10467411982822,0.148124185232192,0.129280058861518,0.0693936612767426,0.146519162728995,0.134702663169189,0.162853705201626,0.204893986294199,0.0821038905428957,0.122409489913419,0.0766360020783882,0.130797291565676,0.110593358070594,0.0464791600255167,0.0985665691513094,0.0326931411540507,0.131252573589028,0.230624518590563,0.10963959181078,0.169789642822167,0.20410302009295,0.114183034260873,0.0998184663612185,0.0853065286739813,0.161109392069575,0.200784094729757,0.194899853076883,0.105798716684503,0.153083863312488
0.044073320376112,0.0770748866240791,NA,0.07612036311565,0.0661484426011453,0.117811148573348,0.0651031980974806,0.0520164931476966,0.0300372097927455,0.0454667913421326,0.0764197638934771,0.0528243852473036,0.0254137879846148,0.105141158841792,0.0546026803168978,0.0466280246040431,0.0560612299746439,0.141397580444572,0.0515857895975936,0.0813501155337603,0.126651100007777,0.0731127320500037,0.145367261181672,0.0740719823391015,0.0623720227817033,0.0576821325880697,0.0959254405064761,0.0870576442202198,0.0770738504347909,0.0733176801260352,0.0791432695118848,0.0693431581609994,0.0773201934814071,0.068422216377846,0.0968502241512456,0.127771783151377,0.0768333507866492,0.0417864950088135,0.0871984764559772,0.0378375658837958,0.0652481814708717,0.110021272333995,0.0759676303849918,0.0454018034883223,0.0514578029349163,0.0587149174915477,0.0793070147381031,0.108457639729147,0.035667328692014,0.13628545060176,0.0377308404364833,0.036654063741086,0.0457360168061954,0.0650277249892371,0.0425380645333153,0.0893259625194839,0.0562322665747454,0.0564143846029796,0.0850085065830714,0.0451751018988034,0.0365132525466497,0.0514160009889692,0.0306872109804608,0.0970904743006706,0.0285198961401643,0.117939243102763,0.0930851005835123,0.101552546088658,0.111449209876417,0.0485024181685224,0.0672050158769689,0.0949679006244304,0.0495422547163225,0.0602220559482582,0.0321741384425433,0.104591048904499,0.10100386443996,0.106045818245655,0.0314484885228098,0.0398919815137792
0.075614241209485,0.12748799305485,0.07612036311565,NA,0.150087294422014,0.0249063307921016,0.0965661060903861,0.0411030451400922,0.0740244078208768,0.0385026377674076,0.108938338973493,0.107511174822655,0.057476572383532,0.0754996848135457,0.0816189060081095,0.0644551594498702,0.0370029744214016,0.0658057833559384,0.0753483475858619,0.0947020268506005,0.146495590899713,0.116038334962649,0.0366833483082977,0.145920127430578,0.0927719583538291,0.113388592717965,0.0284417830134264,0.11633394919035,0.0476316471920842,0.111544512086607,0.0781481079064978,0.017461677212429,0.103305380229468,0.118635829463659,0.106704789486242,0.0507128692797581,0.0254932202939287,0.052916537616492,0.044646827887968,0.0574789852143782,0.0637871121032558,0.0267190831377829,0.0700076624227717,0.0613643820447271,0.0308655609088543,0.0191150523339346,0.146916298723171,0.148103164163406,0.101038127810975,0.178366331209335,0.0436647371507036,0.0599957706199268,0.0770530516133731,0.0195320659254842,0.0459974012702243,0.0551757205730573,0.0315956286128118,0.0305167305293396,0.0733407166166495,0.0712329917511659,0.0370142008392454,0.072457506147872,0.0758292495199531,0.0919587122704808,0.0980440480491931,0.209549341444788,0.130815728281745,0.0269941580508963,0.0521562028724333,0.125736213748965,0.0270515749528817,0.043786911261585,0.0385689263996133,0.121417367569347,0.0670858401099243,0.0426605026502641,0.057065000395546,0.092466855073092,0.0789513193433197,0.076092891536126
0.107393474480181,0.0740715471827596,0.0661484426011453,0.150087294422014,NA,0.184208328779857,0.153826590744157,0.0736697328095742,0.0777937003424494,0.0887777668009674,0.118309777062646,0.0108307657532341,0.0742561519520588,0.0927177104106748,0.0875799231828099,0.0553130560385433,0.143384759681022,0.189840589453694,0.0638758484041096,0.127718033889132,0.0568248726459142,0.059056779358459,0.154253296765953,0.0514643099067198,0.130889838376124,0.0390148894717473,0.176985684958217,0.0929125989753118,0.106743707548326,0.0778293178019254,0.0873437392890432,0.0881798998472671,0.0888133934329334,0.048436059716217,0.0730208730496779,0.166877592677532,0.13206585392298,0.0770002387963141,0.136953359336878,0.106449306172412,0.0943854675990424,0.139494613023205,0.115951694572456,0.0848564483757069,0.0792159135797693,0.114382403564449,0.0373282034309298,0.0506311323011713,0.107618464765862,0.0535369752653865,0.103817668966168,0.0671336093899041,0.102786756650562,0.14597805005962,0.0631346437406714,0.0873255486512219,0.0889897870573752,0.0951090396079315,0.141545389272377,0.0569989373461815,0.0539196299574636,0.0472764952689497,0.0726303683732102,0.090868127210449,0.0466109359940883,0.0318351714826488,0.0335902805503244,0.0977839003132715,0.130178433761005,0.0887672865413672,0.138636288935722,0.126546090597256,0.0963843850142562,0.0185507705754267,0.0699169839014737,0.0969635295540684,0.147627463888336,0.127294033117757,0.0759063649861645,0.123262782568648
0.115417719763415,0.143986250236471,0.117811148573348,0.0249063307921016,0.184208328779857,NA,0.0891452861846905,0.0584801120687291,0.110198918255202,0.0665891202520734,0.160052562103699,0.129234870031474,0.0744283564464888,0.10006668285954,0.117889955870686,0.113997509096706,0.0662840351845278,0.100825234998015,0.110013299996463,0.152393159177055,0.166458668251596,0.136431644557197,0.0708164186960438,0.167342436199281,0.152553148121317,0.137944897296177,0.0443329182060532,0.148011823266443,0.049878978894044,0.161391351161268,0.13122740768519,0.0368836170025002,0.132666200144879,0.13553727633638,0.107864142265203,0.0780281571657031,0.0365199278121432,0.0931993194554436,0.0626583120705166,0.0859368128470698,0.0961426441140802,0.0416043717318254,0.117264369377412,0.0994028843326949,0.0406072651137223,0.0509452908215946,0.168834473516213,0.179302023946772,0.147106453100213,0.195008381578222,0.0856196671430129,0.102841234843859,0.118574319409204,0.0441988933962594,0.0757707435803253,0.0803026031562901,0.0535350295776778,0.0596877594575308,0.129649121652607,0.10308277525709,0.0570923177263078,0.107129161198736,0.106192131968918,0.134507081535839,0.128436573371477,0.231923802630412,0.13818393418372,0.0420998695548148,0.0883802748967687,0.175478549090583,0.0692879556920487,0.0963719370104423,0.0643617901794523,0.175071644381099,0.0837185892058672,0.0505111303769525,0.0767435137541913,0.137744840559637,0.13202545021002,0.119541138984292
0.0867065209885495,0.113074585435086,0.0651031980974806,0.0965661060903861,0.153826590744157,0.0891452861846905,NA,0.113102835813395,0.128170351237205,0.0980646676450651,0.128523153176009,0.104345604197796,0.110874483611593,0.107942874853789,0.204101777338134,0.138947691174034,0.119561625679837,0.23146684071253,0.149786660630773,0.10418398024499,0.156465391728375,0.0965153889122316,0.196667813153605,0.131807166619607,0.219418339702768,0.0960389136103914,0.0924622814319459,0.0744691902288677,0.112763068490226,0.0939575958867539,0.216817611885946,0.141515186527769,0.217166625494238,0.0874957905471839,0.162067041687285,0.191778203424489,0.0930203020084383,0.134676077637566,0.141246684519586,0.030105266751354,0.181478388993826,0.165767785439397,0.112768220917717,0.162829173547468,0.0675316636940085,0.0968408021031221,0.149075569509102,0.116070785279549,0.126660306817671,0.179068842825559,0.0906176289539624,0.117222119011446,0.153702709949519,0.0929269844251969,0.115364121893411,0.169286135221816,0.112406600286961,0.142985083992918,0.168287797645544,0.100038136564048,0.0924841703561861,0.104464281167956,0.0928707077465939,0.129748910484817,0.0924129914635915,0.1844894324757,0.120882635211454,0.151246214698676,0.128846453053812,0.14787868853034,0.13824747520752,0.179154489646648,0.102394462798484,0.127443416000384,0.125332870560101,0.182666290473612,0.128735870783219,0.223110578226091,0.116794289792406,0.136183375311775
0.091610507883398,0.113833942693252,0.0520164931476966,0.0411030451400922,0.0736697328095742,0.0584801120687291,0.113102835813395,NA,0.0896967858995808,0.0389686405826432,0.0912121071517747,0.0706363534989544,0.0621970764871459,0.0679218822307549,0.0948685007497819,0.0378088665609186,0.0784970691472045,0.0735553008020971,0.044775246797165,0.0529129864657261,0.126569305119926,0.107475936614132,0.0433954876852364,0.068058499614256,0.117656707716656,0.11778266050033,0.0578694004911148,0.0895340922934819,0.0340617893167448,0.0818944968572766,0.0442431449899413,0.0547555645438367,0.107851126362938,0.0709787787254586,0.104432754681587,0.0717520855178118,0.0195099053819444,0.0511310192466323,0.03587006026207,0.0776509657552973,0.104115014121926,0.0525568737273643,0.0619700479068581,0.0800775800949398,0.038789284285513,0.0491722261072474,0.0731829270478662,0.0609766576136172,0.0752632301210405,0.118873948025258,0.0492026036933585,0.0448582737822798,0.0861282510842492,0.0648726486461015,0.0315556915974979,0.0759440852667048,0.0371735510923505,0.0156237857583229,0.0989540776366113,0.0372545584205664,0.0204912976151809,0.0391642967534279,0.0696576014045305,0.0439644184290218,0.05699389129528,0.0915792741264966,0.089060212062338,0.0377297460567727,0.0436958259312596,0.111129139431449,0.0468437062664561,0.0620994050964875,0.0120329874560515,0.0398311795629106,0.0580925866492173,0.0695654630979174,0.0445564386736856,0.0823761368725166,0.0543798751260221,0.0774416271042812
0.0323720410958979,0.0934167507039837,0.0300372097927455,0.0740244078208768,0.0777937003424494,0.110198918255202,0.128170351237205,0.0896967858995808,NA,0.0768359646210404,0.0704114015567364,0.0591578403915541,0.0216962375634416,0.0879185718353252,0.0323506015305916,0.0348207378564529,0.0512284990212711,0.0997429772916696,0.0721818772521713,0.0983573890532013,0.153281007052012,0.0603345597614197,0.108570718516934,0.0821606925311926,0.0630482477863707,0.0659057093780001,0.091020555024821,0.110941503929002,0.0987724510639889,0.0457601940200701,0.0934540769393462,0.0327772574233619,0.0530992735794131,0.0728551284814294,0.0815890915738631,0.0960881632110086,0.0920285849189245,0.0544497697933088,0.106192955544072,0.0549740644379133,0.036921231413112,0.0857897353917477,0.0663527531445529,0.0210744509233431,0.0681123728777776,0.043937479903497,0.105708059004482,0.14640999611529,0.0598687514120539,0.177032739355646,0.0541952726397992,0.0395153115820612,0.0284326606926403,0.0534967916050895,0.0341416329233345,0.0841357079761606,0.0652310335304816,0.063175308777598,0.0672666574667717,0.0704891250509046,0.0650622615143526,0.0493519867988888,0.0315712547833782,0.0839172569334567,0.0305085156706855,0.131952576212331,0.113708389161352,0.0807619672451936,0.105243370272973,0.0470747656304636,0.0678828851752214,0.0631174122146187,0.0727216517071647,0.0748760700999624,0.0379530425609891,0.0920930461834174,0.119164247347045,0.132817895845761,0.0498276621106135,0.0552601715888929
0.0768255978751828,0.107014249423418,0.0454667913421326,0.0385026377674076,0.0887777668009674,0.0665891202520734,0.0980646676450651,0.0389686405826432,0.0768359646210404,NA,0.130930913943893,0.0849888100277471,0.054703176485811,0.10758341453541,0.0832543100459925,0.0495696715021966,0.0527463267323334,0.148821614305903,0.051667513647764,0.102690183820867,0.127245271777428,0.0997952876708317,0.135790780737397,0.108244628219646,0.118880398724914,0.0872965259656469,0.100123375052292,0.108268163220687,0.0334395261746725,0.110301066754627,0.0775077683417751,0.0786531910438742,0.137048068694962,0.0760953088018858,0.0786323326993327,0.140773154209195,0.0386962819879495,0.0577139458365961,0.0503995007810162,0.0465729615602269,0.0957835022233741,0.0751077586248778,0.111777051623358,0.0837398089171741,0.0234761023216937,0.0674605292581493,0.115117198512257,0.114090904948119,0.0646055490834324,0.145470178682843,0.0520883969842223,0.039105205749658,0.0775980573197761,0.058431337360394,0.065262744005892,0.0991253884879266,0.0357868960795848,0.0376019419500572,0.123249193743193,0.0429773594958391,0.039537362995389,0.0404149633295899,0.0729272017791758,0.10425676802827,0.0560277780142489,0.131960145277741,0.102727064698915,0.0627012269005648,0.117309023973483,0.118606856158743,0.0367949859650484,0.121502181208161,0.0363585983761439,0.0675898162104614,0.0420309341156046,0.0833491160632212,0.101491881903008,0.0887049185632824,0.0485048015507889,0.0680066194436571
